,0,1,2,3,4,5,6,7,8,9
0,41.03125,41.03125,41.03125,41.03125,41.03125,41.03125,41.03125,41.03125,41.03125,41.03125
1,3.1015625,3.1015625,3.1015625,3.1015625,3.1015625,3.1015625,3.1015625,3.1015625,3.1015625,3.1015625
2,46.4453125,46.4453125,46.4453125,46.4453125,46.4453125,46.4453125,46.4453125,46.4453125,46.4453125,46.4453125
3,229.2265625,229.2265625,229.2265625,229.2265625,229.2265625,229.2265625,229.2265625,229.2265625,229.2265625,229.2265625
4,56.4453125,56.4453125,56.4453125,56.4453125,56.4453125,56.4453125,56.4453125,56.4453125,56.4453125,56.4453125
5,80.515625,80.515625,80.515625,80.515625,80.515625,80.515625,80.515625,80.515625,80.515625,80.515625
6,9.8515625,9.8515625,9.8515625,9.8515625,9.8515625,9.8515625,9.8515625,9.8515625,9.8515625,9.8515625
7,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25,76.25
8,8.5078125,8.5078125,8.5078125,8.5078125,8.5078125,8.5078125,8.5078125,8.5078125,8.5078125,8.5078125
9,201.640625,201.640625,201.640625,201.640625,201.640625,201.640625,201.640625,201.640625,201.640625,201.640625
10,41.90625,41.90625,41.90625,41.90625,41.90625,41.90625,41.90625,41.90625,41.90625,41.90625
11,14.453125,14.453125,14.453125,14.453125,14.453125,14.453125,14.453125,14.453125,14.453125,14.453125
12,52.03125,52.03125,52.03125,52.03125,52.03125,52.03125,52.03125,52.03125,52.03125,52.03125
13,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625,61.9140625
14,417.046875,365.038515625,101.953125,101.953125,101.953125,101.953125,101.953125,101.953125,101.953125,101.953125
15,45.703125,45.703125,45.703125,45.703125,45.703125,45.703125,45.703125,45.703125,45.703125,45.703125
16,105.326875,105.326875,105.326875,105.326875,105.326875,105.326875,105.326875,105.326875,105.326875,105.326875
17,72.0625,72.0625,72.0625,72.0625,72.0625,72.0625,72.0625,72.0625,72.0625,72.0625
18,264.61890625,260.53109374999997,260.53109374999997,260.53109374999997,260.53109374999997,260.53109374999997,260.53109374999997,260.53109374999997,260.53109374999997,260.53109374999997
19,50.40625,50.40625,50.40625,50.40625,50.40625,50.40625,50.40625,50.40625,50.40625,50.40625
20,43.1328125,43.1328125,43.1328125,43.1328125,43.1328125,43.1328125,43.1328125,43.1328125,43.1328125,43.1328125
21,120.7578125,120.7578125,120.7578125,120.7578125,120.7578125,120.7578125,120.7578125,120.7578125,120.7578125,120.7578125
22,188.010390625,188.010390625,188.010390625,188.010390625,188.010390625,175.07640625,175.07640625,25.1640625,25.1640625,25.1640625
23,4.8203125,4.8203125,4.8203125,4.8203125,4.8203125,4.8203125,4.8203125,4.8203125,4.8203125,4.8203125
24,178.9140625,178.9140625,178.9140625,178.9140625,178.9140625,178.9140625,178.9140625,178.9140625,178.9140625,178.9140625
25,7.890625,7.890625,7.890625,7.890625,7.890625,7.890625,7.890625,7.890625,7.890625,7.890625
26,9.5703125,9.5703125,9.5703125,9.5703125,9.5703125,9.5703125,9.5703125,9.5703125,9.5703125,9.5703125
27,47.37125,47.37125,47.37125,47.37125,25.765625,25.765625,25.765625,25.765625,25.765625,25.765625
28,11.5703125,11.5703125,11.5703125,11.5703125,11.5703125,11.5703125,11.5703125,11.5703125,11.5703125,11.5703125
29,43.2578125,43.2578125,43.2578125,43.2578125,43.2578125,43.2578125,43.2578125,43.2578125,43.2578125,43.2578125
30,154.0390625,154.0390625,154.0390625,154.0390625,154.0390625,154.0390625,154.0390625,154.0390625,154.0390625,154.0390625
31,176.0625,176.0625,176.0625,176.0625,176.0625,176.0625,176.0625,176.0625,176.0625,176.0625
32,67.0703125,67.0703125,67.0703125,67.0703125,67.0703125,67.0703125,67.0703125,67.0703125,67.0703125,67.0703125
33,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001,62.89031250000001
34,90.9765625,90.9765625,90.9765625,90.9765625,90.9765625,90.9765625,90.9765625,90.9765625,90.9765625,90.9765625
35,314.7546875,314.7546875,314.7546875,314.7546875,314.7546875,314.7546875,314.7546875,314.7546875,314.7546875,314.7546875
