,0
0,15.257057188134523
1,7.139114376269047
2,12.694557188134524
3,0.0
4,2.0
5,34.50705718813454
6,28.00705718813454
7,10.562500000000002
8,15.562499999999996
9,1.0
10,2.0
11,5.0
12,13.757057188134526
13,24.444557188134524
14,7.444557188134528
15,4.0
16,11.139114376269054
17,11.194557188134537
18,3.6945571881345263
19,0.0
20,6.639114376269051
21,0.0
22,22.507057188134524
23,2.9445571881345245
24,2.9445571881345245
25,3.6945571881345263
26,20.15625
27,5.194557188134523
28,2.9445571881345245
29,2.9445571881345245
30,28.15625
31,7.139114376269047
32,17.0
33,0.0
34,2.9445571881345245
35,7.889114376269049
36,19.5625
37,2.9445571881345245
38,2.9445571881345245
39,18.639114376269063
40,3.6945571881345263
41,14.257057188134528
42,4.0
43,3.9445571881345245
44,23.90625000000001
45,1.0
46,3.6945571881345263
47,0.0
48,0.0
49,20.50705718813453
50,4.0
51,12.194557188134537
52,4.0
53,5.0
54,4.194557188134523
55,4.694557188134526
56,5.889114376269049
57,34.40625
58,17.63911437626907
59,1.0
60,25.0
61,5.0
62,0.0
63,6.639114376269051
64,18.00705718813453
65,2.0
66,7.694557188134526
67,7.444557188134528
68,3.9445571881345245
69,0.0
70,6.444557188134534
71,4.694557188134526
72,5.0
73,3.6945571881345263
74,3.6945571881345263
75,17.211692811865476
76,6.639114376269051
77,6.639114376269051
78,2.9445571881345245
79,20.25
80,6.9445571881345245
81,65.50705718813452
82,3.9445571881345245
83,2.9445571881345245
84,13.0
85,19.0625
86,7.139114376269047
87,0.0
88,4.194557188134523
89,14.257057188134523
90,0.0
91,14.257057188134528
92,27.69455718813454
93,20.40625
94,16.507057188134535
95,14.257057188134528
96,0.0
97,21.257057188134553
98,12.694557188134524
99,41.13911437626904
